user\day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
user0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
user1,6.897704943128636,6.897704943128636,6.993932975223189,6.980075940561763,6.980075940561763,7.069023426578259,7.069023426578259,7.069023426578259,7.069023426578259,7.069023426578259,7.069023426578259,7.069023426578259,7.069023426578259,7.069023426578259,7.069023426578259
user2,18.420680743952367,18.420678943950744,18.420677993948583,18.420678143948987,18.420678293949365,18.420678293949365,18.420676593943753,18.42067484393496,18.42067484393496,18.42067404392992,18.420672393917503,18.420672393917503,18.420672393917503,18.420670693901865,18.420669093884502
user3,6.907755278982137,6.902742737158593,6.902742737158593,6.902742737158593,6.902742737158593,6.897704943128636,6.897704943128636,6.984716320118266,6.984716320118266,7.07326971745971,7.060476365999801,7.060476365999801,7.142827401161621,7.126890808898808,7.118826249062078
user4,6.907755278982137,6.902742737158593,6.902742737158593,6.993932975223189,6.993932975223189,7.077498053569231,7.077498053569231,7.158513997329321,7.158513997329321,7.158513997329321,7.158513997329321,7.150701457592526,7.150701457592526,7.222566018822171,7.21890970761906
user5,6.907755278982137,6.902742737158593,6.902742737158593,6.9985096422506015,6.993932975223189,6.993932975223189,7.077498053569231,7.064759027791802,7.146772179452637,7.21890970761906,7.21890970761906,7.289610521451167,7.286191714702382,7.286191714702382,7.352441100243583
user6,6.907755278982137,6.887552571664617,6.887552571664617,6.970730078143525,6.970730078143525,7.060476365999801,7.0431599159883405,7.0431599159883405,7.126890808898808,7.122866658599083,7.122866658599083,7.200424892944957,7.1929342212158,7.1929342212158,7.251344983372214
user7,6.907755278982137,6.887552571664617,6.887552571664617,6.984716320118266,6.980075940561763,6.980075940561763,7.069023426578259,7.069023426578259,7.069023426578259,7.069023426578259,7.05617528410041,7.05617528410041,7.138866999945524,7.1308988302963465,7.1308988302963465
user8,6.907755278982137,6.907755278982137,6.902742737158593,6.902742737158593,6.902742737158593,6.902742737158593,6.892641641172089,6.892641641172089,6.98933526597456,6.98933526597456,6.970730078143525,6.970730078143525,7.051855622955894,7.051855622955894,7.134890851565884
user9,18.42067904395092,18.42067904395092,18.420678143948987,18.420677293946415,18.420676343942684,18.420676343942684,18.420675393938055,18.420675393938055,18.420675393938055,18.420675393938055,18.420674543933146,18.420672793920765,18.420670943904344,18.42067004389512,18.42067004389512
user10,6.907755278982137,6.907755278982137,6.902742737158593,6.902742737158593,6.9985096422506015,6.993932975223189,6.993932975223189,7.081708586105575,7.081708586105575,7.081708586105575,7.081708586105575,7.081708586105575,7.077498053569231,7.077498053569231,7.158513997329321
user11,6.907755278982137,6.892641641172089,6.892641641172089,6.98933526597456,6.98933526597456,6.975413927455952,6.975413927455952,7.047517221357296,7.047517221357296,7.114769448366463,7.110696122978827,7.1891677384203225,7.261927092702751,7.261927092702751,7.247792581767846
user12,6.887552571664617,6.887552571664617,6.887552571664617,6.887552571664617,6.872128101338986,6.872128101338986,6.970730078143525,6.966024187106113,6.966024187106113,7.05617528410041,7.051855622955894,7.051855622955894,7.134890851565884,7.1308988302963465,7.1308988302963465
user13,6.892641641172089,6.892641641172089,6.984716320118266,6.970730078143525,7.060476365999801,7.142827401161621,7.126890808898808,7.122866658599083,7.200424892944957,7.265429723253953,7.265429723253953,7.333023014386481,7.329749689041512,7.323170717943469,7.387090235656757
user14,18.420679893952006,18.420678293949365,18.420678293949365,18.42067744394692,18.42067744394692,18.42067564393936,18.42067484393496,18.420673093923103,18.420673093923103,18.420672193915813,18.420670293897764,18.420670293897764,18.42066844387672,18.42066844387672,18.420667543865246
user15,6.902742737158593,6.902742737158593,6.993932975223189,6.993932975223189,7.081708586105575,7.081708586105575,7.077498053569231,7.077498053569231,7.077498053569231,7.077498053569231,7.07326971745971,7.060476365999801,7.142827401161621,7.21890970761906,7.21890970761906
user16,18.420679793951916,18.420677893948305,18.420676943945146,18.420675993941085,18.42067504393612,18.420673143923484,18.420672193915813,18.42067124390724,18.42067224391624,18.420670343898284,18.420669393887955,18.420669393887955,18.42066844387672,18.420666543851546,18.420665593837604
