run,settings,git_sha,day,funder,open_issues,closed_issues,resolution_efficiency,open_issue_age,closed_issue_resolution_duration,norm_open_issues,norm_closed_issues,norm_resolution_efficiency,norm_open_issue_age,norm_closed_issue_resolution_duration
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,11,fixedPay,2.0,10.0,1.0,0.7142857142857143,1.1081081081081081,1.0,0.9090909090909091,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,11,inversePay,2.0,10.0,1.0,0.7142857142857143,1.1081081081081081,1.0,0.9090909090909091,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,11,correlatedpay,2.0,11.0,1.0,0.7142857142857143,1.1081081081081081,1.0,1.0,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,12,randomPay,0.0,7.0,0.7777777777777778,0.75,1.175,0.0,0.6363636363636364,0.2222222222222222,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,12,fixedPay,2.0,11.0,0.8461538461538461,0.75,1.175,0.5,1.0,0.15384615384615385,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,12,inversePay,2.0,11.0,0.8461538461538461,0.75,1.175,0.5,1.0,0.15384615384615385,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,12,correlatedpay,4.0,11.0,0.8461538461538461,0.75,1.175,1.0,1.0,0.15384615384615385,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,13,randomPay,2.0,7.0,0.875,0.8571428571428571,1.25,0.6666666666666666,0.5384615384615384,0.125,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,13,fixedPay,1.0,12.0,0.9230769230769231,0.8571428571428571,1.25,0.3333333333333333,0.9230769230769231,0.07692307692307687,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,13,inversePay,1.0,13.0,0.9285714285714286,0.8571428571428571,1.25,0.3333333333333333,1.0,0.0714285714285714,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,13,correlatedpay,3.0,12.0,0.9230769230769231,0.8571428571428571,1.25,1.0,0.9230769230769231,0.07692307692307687,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,14,randomPay,0.0,9.0,0.9,0.5,1.3265306122448979,0.0,0.6428571428571429,0.09999999999999998,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,14,fixedPay,1.0,13.0,0.9285714285714286,0.5,1.3265306122448979,0.3333333333333333,0.9285714285714286,0.0714285714285714,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,14,inversePay,3.0,13.0,0.9285714285714286,0.5,1.3265306122448979,1.0,0.9285714285714286,0.0714285714285714,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,14,correlatedpay,2.0,14.0,0.9333333333333333,0.5,1.3265306122448979,0.6666666666666666,1.0,0.06666666666666665,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,15,randomPay,1.0,10.0,1.0,0.5,1.3148148148148149,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,15,fixedPay,0.0,15.0,1.0,0.5,1.3148148148148149,0.0,1.0,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,15,inversePay,2.0,14.0,1.0,0.5,1.3148148148148149,0.6666666666666666,0.9333333333333333,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,15,correlatedpay,3.0,15.0,1.0,0.5,1.3148148148148149,1.0,1.0,0.0,1.0,1.0
