run,settings,git_sha,day,funder,open_issues,closed_issues,resolution_efficiency,open_issue_age,closed_issue_resolution_duration,norm_open_issues,norm_closed_issues,norm_resolution_efficiency,norm_open_issue_age,norm_closed_issue_resolution_duration
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,1,randomPay,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,1,fixedPay,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,1,inversePay,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,1,correlatedpay,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,2,randomPay,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,2,fixedPay,2.0,2.0,1.0,0.0,0.75,1.0,1.0,0.0,0.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,2,inversePay,2.0,1.0,1.0,0.0,0.75,1.0,0.5,0.0,0.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,2,correlatedpay,2.0,1.0,1.0,0.0,0.75,1.0,0.5,0.0,0.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,randomPay,2.0,0.0,1.0,0.625,0.6666666666666666,1.0,0.0,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,fixedPay,2.0,3.0,1.0,0.625,0.6666666666666666,1.0,1.0,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,inversePay,2.0,2.0,1.0,0.625,0.6666666666666666,1.0,0.6666666666666666,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,correlatedpay,2.0,1.0,1.0,0.625,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,randomPay,2.0,1.0,0.3333333333333333,0.2,1.2307692307692308,1.0,0.2,0.6666666666666667,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,fixedPay,0.0,5.0,0.7142857142857143,0.2,1.2307692307692308,0.0,1.0,0.2857142857142857,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,inversePay,2.0,4.0,0.6666666666666666,0.2,1.2307692307692308,1.0,0.8,0.33333333333333337,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,correlatedpay,1.0,3.0,0.6,0.2,1.2307692307692308,0.5,0.6,0.4,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,randomPay,1.0,2.0,0.6666666666666666,1.3333333333333333,1.0,0.5,0.3333333333333333,0.33333333333333337,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,fixedPay,0.0,6.0,0.8571428571428571,1.3333333333333333,1.0,0.0,1.0,0.1428571428571429,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,inversePay,2.0,4.0,0.8,1.3333333333333333,1.0,1.0,0.6666666666666666,0.19999999999999996,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,correlatedpay,0.0,6.0,0.8571428571428571,1.3333333333333333,1.0,0.0,1.0,0.1428571428571429,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,randomPay,0.0,3.0,0.6,1.3333333333333333,1.05,0.0,0.42857142857142855,0.4,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,fixedPay,0.0,6.0,0.75,1.3333333333333333,1.05,0.0,0.8571428571428571,0.25,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,inversePay,3.0,4.0,0.6666666666666666,1.3333333333333333,1.05,1.0,0.5714285714285714,0.33333333333333337,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,correlatedpay,0.0,7.0,0.7777777777777778,1.3333333333333333,1.05,0.0,1.0,0.2222222222222222,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,randomPay,0.0,3.0,0.75,1.5,1.0869565217391304,0.0,0.375,0.25,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,fixedPay,0.0,6.0,0.8571428571428571,1.5,1.0869565217391304,0.0,0.75,0.1428571428571429,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,inversePay,1.0,6.0,0.8571428571428571,1.5,1.0869565217391304,1.0,0.75,0.1428571428571429,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,correlatedpay,1.0,8.0,0.8888888888888888,1.5,1.0869565217391304,1.0,1.0,0.11111111111111116,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,randomPay,0.0,3.0,1.0,0.3333333333333333,1.2083333333333333,0.0,0.375,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,fixedPay,2.0,6.0,1.0,0.3333333333333333,1.2083333333333333,1.0,0.75,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,inversePay,0.0,7.0,1.0,0.3333333333333333,1.2083333333333333,0.0,0.875,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,correlatedpay,1.0,8.0,1.0,0.3333333333333333,1.2083333333333333,0.5,1.0,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,randomPay,0.0,4.0,1.0,0.3333333333333333,1.1481481481481481,0.0,0.4444444444444444,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,fixedPay,3.0,7.0,1.0,0.3333333333333333,1.1481481481481481,1.0,0.7777777777777778,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,inversePay,1.0,7.0,1.0,0.3333333333333333,1.1481481481481481,0.3333333333333333,0.7777777777777778,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,correlatedpay,2.0,9.0,1.0,0.3333333333333333,1.1481481481481481,0.6666666666666666,1.0,0.0,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,10,randomPay,1.0,5.0,0.8333333333333334,0.14285714285714285,1.1515151515151516,0.5,0.5,0.16666666666666663,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,10,fixedPay,2.0,10.0,0.9090909090909091,0.14285714285714285,1.1515151515151516,1.0,1.0,0.09090909090909094,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,10,inversePay,2.0,8.0,0.8888888888888888,0.14285714285714285,1.1515151515151516,1.0,0.8,0.11111111111111116,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,10,correlatedpay,2.0,10.0,0.9090909090909091,0.14285714285714285,1.1515151515151516,1.0,1.0,0.09090909090909094,1.0,1.0
2018-05-30 11:02:47,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,11,randomPay,1.0,6.0,1.0,0.7142857142857143,1.1081081081081081,0.5,0.5454545454545454,0.0,1.0,1.0
